招聘主题,用人单位,发布日期,浏览次数
Quality Compliance质量专员,迪哲（上海）医药有限公司,2021-09-08,87
FPGA工程师,迈克生物股份有限公司,2021-09-08,175
功率器件设计师,成都迈斯派尔半导体有限公司,2021-09-08,132
测试工程师（天线方向）,航天恒星科技有限公司,2021-09-08,240
机构与结构设计师,航天恒星科技有限公司,2021-09-08,235
应用软件测试设计师,航天恒星科技有限公司,2021-09-08,222
初级工程师,成都迈斯派尔半导体有限公司,2021-09-08,119
功率器件设计师,成都迈斯派尔半导体有限公司,2021-09-08,134
神经网络算法工程师(北京/杭州),北京知存科技有限公司,2021-09-08,185
AI数字验证工程师(北京/西安),北京知存科技有限公司,2021-09-08,187
硬件工程师,深圳市飞睿科技有限公司,2021-09-08,104
雷达算法工程师,深圳市飞睿科技有限公司,2021-09-08,105
工艺设计师,航天恒星科技有限公司,2021-09-08,243
电子工程师,苏州世纪福智能装备股份有限公司,2021-09-08,97
AI算法工程师,重庆信科通信工程有限公司,2021-09-08,105
AI数字设计工程师(北京/西安),北京知存科技有限公司,2021-09-08,207
编译工具链工程师(北京/杭州),北京知存科技有限公司,2021-09-08,181
视觉SoC设计工程师(北京/西安),北京知存科技有限公司,2021-09-08,175
线缆研发工程师/工艺工程师,南京全信传输科技股份有限公司,2021-09-08,185
光缆组件研发工程师,南京全信传输科技股份有限公司,2021-09-08,169
射频组件研发工程师,南京全信传输科技股份有限公司,2021-09-08,179
低频组件研发工程师,南京全信传输科技股份有限公司,2021-09-08,182
视觉SoC验证工程师(北京/西安),北京知存科技有限公司,2021-09-08,158
BIM工程师,上海奥星制药技术装备有限公司,2021-09-08,188
存算一体烧录工具链工程师,北京知存科技有限公司,2021-09-08,166
Java开发工程师,无锡锡商银行股份有限公司,2021-09-08,107
FPGA开发工程师,南京全信传输科技股份有限公司,2021-09-08,195
硬件开发工程师,南京全信传输科技股份有限公司,2021-09-08,166
C++/QT软件开发工程师,南京全信传输科技股份有限公司,2021-09-08,181
C++开发岗,珠海云洲智能科技有限公司,2021-09-08,75
Unity3D开发岗,珠海云洲智能科技有限公司,2021-09-08,79
存算一体工程师(北京),北京知存科技有限公司,2021-09-08,170
造价工程师,上海奥星制药技术装备有限公司,2021-09-08,124
硬件开发岗,珠海云洲智能科技有限公司,2021-09-08,81
硬件测试岗,珠海云洲智能科技有限公司,2021-09-08,80
电气设计岗,珠海云洲智能科技有限公司,2021-09-08,78
船舶设计岗,珠海云洲智能科技有限公司,2021-09-08,80
测试工程师,无锡锡商银行股份有限公司,2021-09-08,101
华为ICT工程师,重庆信科通信工程有限公司,2021-09-08,121
质量工程师,上海奥星制药技术装备有限公司,2021-09-08,162
射频硬件开发岗,珠海云洲智能科技有限公司,2021-09-08,84
项目管理岗,珠海云洲智能科技有限公司,2021-09-08,83
质量管理岗,珠海云洲智能科技有限公司,2021-09-08,78
海外营销管培生,珠海云洲智能科技有限公司,2021-09-08,84
营销管培生,珠海云洲智能科技有限公司,2021-09-08,82
模拟设计工程师(北京/天津/西安),北京知存科技有限公司,2021-09-08,163
DBA,无锡锡商银行股份有限公司,2021-09-08,99
运营支撑专员,重庆信科通信工程有限公司,2021-09-08,103
综合岗储干,深圳市创世纪机械有限公司,2021-09-08,167
制导与控制算法工程师,北京远度互联科技有限公司,2021-09-08,88
AI平台研发工程师,北京远度互联科技有限公司,2021-09-08,97
版图设计工程师(天津/西安),北京知存科技有限公司,2021-09-08,158
管道工程师,上海奥星制药技术装备有限公司,2021-09-08,168
招投标专员,重庆信科通信工程有限公司,2021-09-08,107
模型策略分析师,无锡锡商银行股份有限公司,2021-09-08,103
计算机视觉算法工程师,北京远度互联科技有限公司,2021-09-08,90
嵌入式软件工程师,北京远度互联科技有限公司,2021-09-08,91
硬件工程师,北京远度互联科技有限公司,2021-09-08,88
JAVA开发工程师,重庆信科通信工程有限公司,2021-09-08,112
装饰装修工程师,上海奥星制药技术装备有限公司,2021-09-08,124
软件工程师(QT),北京知存科技有限公司,2021-09-08,159
嵌入式软件开发工程师,北京知存科技有限公司,2021-09-08,169
软件测试工程师,北京知存科技有限公司,2021-09-08,163
系统运维工程师,重庆信科通信工程有限公司,2021-09-08,107
语音SOC设计工程师(北京/天津),北京知存科技有限公司,2021-09-08,171
系统集成售前工程师,重庆信科通信工程有限公司,2021-09-08,146
5G网络优化工程师,重庆信科通信工程有限公司,2021-09-08,100
中大咨询2022顾问培训生校园招聘,广东中大管理咨询集团股份有限公司,2021-09-08,88
可测试性设计(DFT)工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,93
算法工程师,无锡锡商银行股份有限公司,2021-09-08,98
数据分析师,无锡锡商银行股份有限公司,2021-09-08,105
封装SI/PI工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,98
前端SOC设计工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,102
前端SOC验证工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,90
标准库设计工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,91
数字电路设计工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,89
工程师（电路设计、版图设计、FAE应用、技术服务、测试等）,厦门科塔电子有限公司,2021-09-08,89
数字电路验证工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,93
后端SOC设计工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,94
北京智一科技全职岗位招聘,北京智一科技有限公司,2021-09-08,101
北京智一科技实习岗位招聘,北京智一科技有限公司,2021-09-08,98
SOC芯片设计实习生,芯云凌（重庆）电子科技有限公司,2021-09-08,90
项目营销,福建龙净脱硫脱硝工程有限公司,2021-09-08,100
海外项目营销,福建龙净脱硫脱硝工程有限公司,2021-09-08,110
行政管培生,上海艾融软件股份有限公司,2021-09-07,294
培训管培生,上海艾融软件股份有限公司,2021-09-07,257
硬件开发工程师,深圳市民德电子科技股份有限公司,2021-09-07,92
结构工程师,深圳市民德电子科技股份有限公司,2021-09-07,94
设备工程师,杭州立昂微电子股份有限公司,2021-09-07,220
电气工程师,杭州立昂微电子股份有限公司,2021-09-07,211
游戏测试工程师（校招）,厦门极致互动网络技术股份有限公司,2021-09-07,102
嵌入式软件开发工程师,深圳市民德电子科技股份有限公司,2021-09-07,97
算法工程师,深圳市民德电子科技股份有限公司,2021-09-07,94
海外市场销售助理,深圳市民德电子科技股份有限公司,2021-09-07,98
产品专员（校招）,厦门极致互动网络技术股份有限公司,2021-09-07,94
角色原画设计师（校招）,厦门极致互动网络技术股份有限公司,2021-09-07,100
场景原画设计师（校招）,厦门极致互动网络技术股份有限公司,2021-09-07,99
相控阵天线工程师/射频工程师,成都恪赛科技有限公司,2021-09-07,93
软件工程师（嵌入式）,重庆西山科技股份有限公司,2021-09-07,160
游戏UI设计师（校招）,厦门极致互动网络技术股份有限公司,2021-09-07,96
FPGA工程师,重庆西山科技股份有限公司,2021-09-07,172
光学工程师,重庆西山科技股份有限公司,2021-09-07,157
注册工程师,重庆西山科技股份有限公司,2021-09-07,144
临床工程师,重庆西山科技股份有限公司,2021-09-07,150
硬件工程师,重庆西山科技股份有限公司,2021-09-07,143
上海电气泰雷兹2022年校园招聘,上海电气泰雷兹交通自动化系统有限公司,2021-09-07,104
技术开发工程师,上海敬在信息技术有限公司,2021-09-07,96
新型大数据平台研发助理工程师,深圳计算科学研究院,2021-09-07,118
云原生解决方案研发助理工程师,深圳计算科学研究院,2021-09-07,104
大数据开发助理工程师（Java）,深圳计算科学研究院,2021-09-07,114
业务咨询顾问,上海敬在信息技术有限公司,2021-09-07,100
区块链行业研究员,牛津（海南）区块链研究院有限公司,2021-09-07,101
新型大数据平台测试助理工程师,深圳计算科学研究院,2021-09-07,109
隐私保护研发工程师,牛津（海南）区块链研究院有限公司,2021-09-07,97
隐私保护研究员,牛津（海南）区块链研究院有限公司,2021-09-07,103
密码学研究员,牛津（海南）区块链研究院有限公司,2021-09-07,108
大数据开发算法助理工程师(C++/Scala/Go),深圳计算科学研究院,2021-09-07,118
机器学习助理工程师,深圳计算科学研究院,2021-09-07,107
大数据后端开发助理工程师,深圳计算科学研究院,2021-09-07,110
前端研发工程师,深圳计算科学研究院,2021-09-07,107
区块链研发工程师,牛津（海南）区块链研究院有限公司,2021-09-07,106
大数据测试助理工程师,深圳计算科学研究院,2021-09-07,110
云平台开发助理工程师,深圳计算科学研究院,2021-09-07,113
研究员/副研究员/助理研究员,深圳计算科学研究院,2021-09-07,103
JAVA 开发管培生,上海艾融软件股份有限公司,2021-09-07,270
前端开发管培生 ,上海艾融软件股份有限公司,2021-09-07,267
需求分析管培生 ,上海艾融软件股份有限公司,2021-09-07,275
销售管培生（大客户销售方向）,上海艾融软件股份有限公司,2021-09-07,252
大数据开发管培生,上海艾融软件股份有限公司,2021-09-07,246
中国船舶第719研究所2022年校园招聘简章,中国船舶重工集团公司第七一九研究所,2021-09-07,106
研发/技术/质量工程师（本科）,山东国瓷功能材料股份有限公司,2021-09-07,108
研发/技术/质量工程师（硕士）,山东国瓷功能材料股份有限公司,2021-09-07,107
机械及自动化工程师（本科）,山东国瓷功能材料股份有限公司,2021-09-07,104
机械及自动化工程师（硕士）,山东国瓷功能材料股份有限公司,2021-09-07,99
职能岗（硕士）,山东国瓷功能材料股份有限公司,2021-09-07,99
俊发建设集团2022届校园招聘,俊发建设集团有限公司,2021-09-07,109
工程师,西安西测测试技术股份有限公司,2021-09-07,101
零跑科技 2022 年校园招聘简章,浙江零跑科技股份有限公司,2021-09-07,105
镁伽科技2022校园招聘,苏州镁伽科技有限公司,2021-09-07,232
西工大无人机所2022校园招聘,西安爱生技术集团有限公司,2021-09-07,375
中国平安财产保险股份有限公司科技中心招聘简章,中国平安财产保险股份有限公司,2021-09-07,123
医学运营专员（10K-16K）*16M,互动峰科技（北京）有限公司,2021-09-07,158
医生服务代表（10K-16K）*13M+月度奖金,互动峰科技（北京）有限公司,2021-09-07,168
规划论证工程师,中电太极（集团）有限公司西安研发中心,2021-09-07,159
DFT工程师,西安简矽技术有限公司,2021-09-07,125
IC前端（数字）验证工程师,北京中科昊芯科技有限公司,2021-09-07,90
JAVA软件开发工程师,北京中科昊芯科技有限公司,2021-09-07,93
