序号,招聘主题,用人单位,发布日期,浏览次数
1962,研发/工艺类,山推工程机械股份有限公司,2021-10-09,116
1963,软饰设计工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,114
1964,骨架设计工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,113
1965,研发工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,112
1966,样件工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,109
1967,产品工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,108
1968,工业设计师,重庆安道拓汽车部件系统有限公司,2021-10-09,109
1969,先期制造工程师,重庆安道拓汽车部件系统有限公司,2021-10-09,113
1970,OSH“雁翔·青葵2022”项目校园招聘,中国外运华中有限公司,2021-10-09,103
1971,生信工程师,北京中科生信教育科技有限公司,2021-10-09,122
1972,技术支持工程师,北京中科生信教育科技有限公司,2021-10-09,107
1973,市场代表,北京中科生信教育科技有限公司,2021-10-09,101
1974,助理生信工程师,北京中科生信教育科技有限公司,2021-10-09,104
1975,C++软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,127
1976,嵌入式软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,124
1977,JAVA软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,126
1978,SLAM算法工程师,深圳优艾智合机器人科技有限公司,2021-10-09,134
1979,C#软件工程师,深圳优艾智合机器人科技有限公司,2021-10-09,123
1980,硬件测试工程师,深圳优艾智合机器人科技有限公司,2021-10-09,119
1981,软件测试工程师,深圳优艾智合机器人科技有限公司,2021-10-09,116
1982,机械/结构设计工程师,深圳优艾智合机器人科技有限公司,2021-10-09,128
1983,产品助理,深圳优艾智合机器人科技有限公司,2021-10-09,117
1984,招聘专员,深圳优艾智合机器人科技有限公司,2021-10-09,122
1985,博士后,上海人工智能创新中心,2021-10-09,112
1986,OpenMMLab算法研究员,上海人工智能创新中心,2021-10-09,98
1987,决策AI算法研究员,上海人工智能创新中心,2021-10-09,98
1988,AI青年科学家,上海人工智能创新中心,2021-10-09,105
1989,光学设计师,中国科学院上海光学精密机械研究所,2021-10-08,158
1990,结构设计师,中国科学院上海光学精密机械研究所,2021-10-08,161
1991,电路设计师,中国科学院上海光学精密机械研究所,2021-10-08,163
1992,软件设计师,中国科学院上海光学精密机械研究所,2021-10-08,163
1993,激光探测研发工程师,中国科学院上海光学精密机械研究所,2021-10-08,166
1994,激光器研发工程师,中国科学院上海光学精密机械研究所,2021-10-08,154
1995,自动控制工程师,中国科学院上海光学精密机械研究所,2021-10-08,157
1996,光功能材料研发工程师,中国科学院上海光学精密机械研究所,2021-10-08,153
1997,博士后,中国科学院上海光学精密机械研究所,2021-10-08,151
1998,机构业务管理培训生,国泰君安期货有限公司陕西分公司,2021-10-08,114
1999,数字芯片设计工程师,哲库科技（上海）有限公司,2021-10-08,141
2000,英文学术期刊助理编辑,曼迪匹艾（北京）科技服务有限公司,2021-10-08,106
2001,研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-10-08,142
2002,嵌入式软件工程师,浙江捷昌线性驱动科技股份有限公司,2021-10-08,169
2003,专利审查员,国家知识产权局专利局专利审查协作江苏中心,2021-10-08,192
2004,蓝诺微银（北京）信息技术有限公司,蓝诺微银（北京）信息技术有限公司,2021-10-08,125
2005,Andorid开发工程师,蓝诺微银（北京）信息技术有限公司,2021-10-08,108
2006,工艺管培生,深圳市博敏电子有限公司,2021-10-08,98
2007,管培生,南京恒电电子有限公司,2021-10-08,119
2008,北森2022届校园招聘简章（互联网企业、HRSaaS独家兽、九险一金）,北森云计算有限公司,2021-10-08,118
2009,职业卫生工程师,荣芯半导体（宁波）有限公司,2021-10-07,110
2010,工安工程师,荣芯半导体（宁波）有限公司,2021-10-07,114
2011,环保工程师,荣芯半导体（宁波）有限公司,2021-10-07,113
2012,电气工程师,荣芯半导体（宁波）有限公司,2021-10-07,136
2013,机械工程师,荣芯半导体（宁波）有限公司,2021-10-07,110
2014,水处理工程师,荣芯半导体（宁波）有限公司,2021-10-07,111
2015,化学系统工程师,荣芯半导体（宁波）有限公司,2021-10-07,114
2016,气体系统工程师,荣芯半导体（宁波）有限公司,2021-10-07,113
2017,制造工程师,荣芯半导体（宁波）有限公司,2021-10-07,111
2018,IE工程师,荣芯半导体（宁波）有限公司,2021-10-07,108
2019,采购专员/助理,荣芯半导体（宁波）有限公司,2021-10-07,108
2020,伊利2022年校招-生产专训生（液态奶）,定州伊利乳业有限责任公司,2021-10-07,114
2021,体系工程师,荣芯半导体（宁波）有限公司,2021-10-07,115
2022,ERC工程师,荣芯半导体（宁波）有限公司,2021-10-07,113
2023,制程工程师,荣芯半导体（宁波）有限公司,2021-10-07,112
2024,整合工程师,荣芯半导体（宁波）有限公司,2021-10-07,118
2025,IT助理工程师,荣芯半导体（宁波）有限公司,2021-10-07,111
2026,质量与可靠性工程师,荣芯半导体（宁波）有限公司,2021-10-07,114
2027,HR专员,荣芯半导体（宁波）有限公司,2021-10-07,108
2028,设备工程师,荣芯半导体（宁波）有限公司,2021-10-07,110
2029,结构强度设计师,北京金朋达航空科技有限公司,2021-10-06,122
2030,机械设计师,浙江泰林生物技术股份有限公司,2021-10-06,119
2031,电气工程师,浙江泰林生物技术股份有限公司,2021-10-06,119
2032,嵌入式软件工程师,浙江泰林生物技术股份有限公司,2021-10-06,119
2033,研发工程师（生物）,浙江泰林生物技术股份有限公司,2021-10-06,134
2034,南京大学普惠三农金融科技创新研究中心2021青年教师（大数据AI区块链）岗招聘,南京大学,2021-10-06,108
2035,总体设计岗,北京金朋达航空科技有限公司,2021-10-06,124
2036,电子技术研发工程师,浙江泰林生物技术股份有限公司,2021-10-06,125
2037,产品设计（继电器）,厦门宏发汽车电子有限公司,2021-10-05,109
2038,雷达随动设计师,陕西黄河集团有限公司,2021-10-03,125
2039,雷达中高频电路设计,陕西黄河集团有限公司,2021-10-03,119
2040,雷达总体设计师,陕西黄河集团有限公司,2021-10-03,129
2041,雷达天馈设计师,陕西黄河集团有限公司,2021-10-03,137
2042,雷达计算机系统软件设计师,陕西黄河集团有限公司,2021-10-03,120
2043,雷达信号处理系统线路软件设计,陕西黄河集团有限公司,2021-10-03,116
2044,临床销售工程师,博睿康科技（常州）股份有限公司,2021-09-30,110
2045,生产技术专工,山东丰汇设备技术有限公司,2021-09-30,149
2046,研发专工,山东丰汇设备技术有限公司,2021-09-30,151
2047,金属防腐,山东丰汇设备技术有限公司,2021-09-30,147
2048,感知算法工程师（融合预测方向）,杭州飞步科技有限公司,2021-09-30,98
2049,销售工程师,广东宽普科技有限公司,2021-09-30,125
2050,工艺工程师,广东宽普科技有限公司,2021-09-30,119
2051,FPGA工程师,广东宽普科技有限公司,2021-09-30,121
2052,算法工程师,博睿康科技（常州）股份有限公司,2021-09-30,108
2053,DSP工程师,北京华龙通科技有限公司,2021-09-30,92
2054,FPGA工程师,北京华龙通科技有限公司,2021-09-30,95
2055,应用软件工程师,北京华龙通科技有限公司,2021-09-30,91
2056,临床销售工程师,博睿康科技（常州）股份有限公司,2021-09-30,112
2057,嵌入式软件工程师,北京华龙通科技有限公司,2021-09-30,97
2058,临床销售工程师,博睿康科技（常州）股份有限公司,2021-09-30,111
2059,系统工程师,博睿康科技（常州）股份有限公司,2021-09-30,94
2060,硬件工程师,嘉兴中科声学科技有限公司,2021-09-30,98
2061,生产助理,博睿康科技（常州）股份有限公司,2021-09-30,95
2062,QA工程师,博睿康科技（常州）股份有限公司,2021-09-30,92
2063,感知算法工程师（深度学习方向）,杭州飞步科技有限公司,2021-09-30,99
2064,数字IC设计工程师,上海芯旺微电子技术有限公司,2021-09-30,108
2065,数字IC验证工程师,上海芯旺微电子技术有限公司,2021-09-30,96
2066,决策规划算法工程师,杭州飞步科技有限公司,2021-09-30,92
2067,后端开发工程师,杭州飞步科技有限公司,2021-09-30,89
2068,仿真工程师,杭州飞步科技有限公司,2021-09-30,96
2069,QC（品质控制）,博睿康科技（常州）股份有限公司,2021-09-30,99
2070,质量工程师,博睿康科技（常州）股份有限公司,2021-09-30,90
2071,文控专员,博睿康科技（常州）股份有限公司,2021-09-30,96
2072,制造工程师,博睿康科技（常州）股份有限公司,2021-09-30,87
2073,测试开发工程师,杭州飞步科技有限公司,2021-09-30,91
2074,软件工程师,上海派能能源科技股份有限公司,2021-09-30,99
2075,硬件工程师,上海派能能源科技股份有限公司,2021-09-30,97
2076,C#工程师,博睿康科技（常州）股份有限公司,2021-09-30,103
2077,Python研发工程师,博睿康科技（常州）股份有限公司,2021-09-30,105
2078,渲染引擎研发工程师,南京维伍网络科技有限公司,2021-09-30,99
2079,渲染研发工程师,南京维伍网络科技有限公司,2021-09-30,93
2080,渲染技术美术（TA）,南京维伍网络科技有限公司,2021-09-30,96
2081,科研销售工程师,博睿康科技（常州）股份有限公司,2021-09-30,95
2082,科研销售工程师,博睿康科技（常州）股份有限公司,2021-09-30,98
2083,管培生,珠海中京电子电路有限公司,2021-09-30,105
2084,科研销售工程师,博睿康科技（常州）股份有限公司,2021-09-30,94
2085,临床销售工程师,博睿康科技（常州）股份有限公司,2021-09-30,106
2086,C++开发工程师,南京维伍网络科技有限公司,2021-09-30,92
2087,Java开发工程师,太原思特奇信息技术有限责任公司,2021-09-30,103
2088,Web前端,太原思特奇信息技术有限责任公司,2021-09-30,100
2089,C/C++工程师,太原思特奇信息技术有限责任公司,2021-09-30,103
2090,临床销售工程师,博睿康科技（常州）股份有限公司,2021-09-30,99
2091,软件测试工程师,太原思特奇信息技术有限责任公司,2021-09-30,107
2092,产品经理-运营,太原思特奇信息技术有限责任公司,2021-09-30,105
2093,项目管理,太原思特奇信息技术有限责任公司,2021-09-30,74
2094,大客户销售管理,太原思特奇信息技术有限责任公司,2021-09-30,100
2095,医疗产品专员,博睿康科技（常州）股份有限公司,2021-09-30,97
2096,嵌入式硬件工程师,博睿康科技（常州）股份有限公司,2021-09-30,95
2097,嵌入式软件工程师,博睿康科技（常州）股份有限公司,2021-09-30,94
2098,助理工程师,博睿康科技（常州）股份有限公司,2021-09-30,95
2099,C++ 研发工程师,北京同心尚科技发展有限公司,2021-09-30,113
2100,信息化技术员,湖北省招标股份有限公司,2021-09-29,97
2101,研发设计/工艺制程/技术支撑类,天津电子材料研究所（中国电子科技集团公司第四十六研究所）,2021-09-29,127
2102,数字电路设计工程师（北京、上海、西安）,北京中电华大电子设计有限责任公司,2021-09-29,109
2103,模拟集成电路设计工程师（北京、上海）,北京中电华大电子设计有限责任公司,2021-09-29,100
2104,存储器设计工程师（北京）,北京中电华大电子设计有限责任公司,2021-09-29,94
2105,硬件工程师（北京、上海）,北京中电华大电子设计有限责任公司,2021-09-29,98
2106,嵌入式软件工程师（北京、上海）,北京中电华大电子设计有限责任公司,2021-09-29,93
2107,通信算法工程师（北京）,北京中电华大电子设计有限责任公司,2021-09-29,105
2108,招标专员,湖北省招标股份有限公司,2021-09-29,103
2109,采购咨询员,湖北省招标股份有限公司,2021-09-29,96
2110,后端开发工程师,北京国双科技有限公司,2021-09-29,99
2111,芯片EDA工程师,比科奇微电子（杭州）有限公司,2021-09-28,114
2112,集成电路IC设计工程师,比科奇微电子（杭州）有限公司,2021-09-28,113
2113,集成电路后端工程师,比科奇微电子（杭州）有限公司,2021-09-28,102
2114,IC可测性设计工程师,比科奇微电子（杭州）有限公司,2021-09-28,108
2115,5G FPGA/数字前端研发工程师,比科奇微电子（杭州）有限公司,2021-09-28,118
2116,无线通信算法工程师,中兵通信科技股份有限公司,2021-09-28,117
2117,通信网络工程师,中兵通信科技股份有限公司,2021-09-28,97
2118,嵌入式处理器应用开发工程师,中兵通信科技股份有限公司,2021-09-28,93
2119,射频工程师,中兵通信科技股份有限公司,2021-09-28,96
2120,嵌入式操作系统开发工程师,中兵通信科技股份有限公司,2021-09-28,103
2121,产品开发工程师,厦门法拉电子股份有限公司,2021-09-28,108
2122,技术工程师,厦门法拉电子股份有限公司,2021-09-28,104
2123,设备工程师,厦门法拉电子股份有限公司,2021-09-28,107
2124,试剂研发工程师,北京贝尔生物工程股份有限公司,2021-09-28,363
2125,医疗器械电子研发工程师 （电子类）,威高（苏州）医疗器械研究院有限公司,2021-09-28,93
2126,IC验证工程师,比科奇微电子（杭州）有限公司,2021-09-28,107
2127,5g物理层研发系统工程师,比科奇微电子（杭州）有限公司,2021-09-28,118
2128,物理层开发工程师,比科奇微电子（杭州）有限公司,2021-09-28,110
2129,伊利2022年校招-营销培训生,内蒙古伊利实业集团股份有限公司广州分公司,2021-09-28,87
2130,伊利2022年校招-营销培训生,内蒙古伊利实业集团股份有限公司广州分公司,2021-09-28,83
2131,医疗仪器研发工程师,北京贝尔生物工程股份有限公司,2021-09-28,378
2132,试剂研发工程师（可解决户口）,北京贝尔生物工程股份有限公司,2021-09-28,383
2133,医疗器械机械研发工程师 （机械类）,威高（苏州）医疗器械研究院有限公司,2021-09-28,95
2134,医疗器械软件研发工程师 （软件类）,威高（苏州）医疗器械研究院有限公司,2021-09-28,90
2135,医疗器械系统研发工程师 （光学类）,威高（苏州）医疗器械研究院有限公司,2021-09-28,91
2136,Java开发工程师,深圳天源迪科信息技术股份有限公司西安分公司,2021-09-28,99
2137,实施运维工程师,深圳天源迪科信息技术股份有限公司西安分公司,2021-09-28,99
2138,测试工程师,深圳天源迪科信息技术股份有限公司西安分公司,2021-09-28,107
2139,医疗器械试剂研发工程师 （生化类）,威高（苏州）医疗器械研究院有限公司,2021-09-28,100
2140,医疗器械耗材试剂研发 (材化类,威高（苏州）医疗器械研究院有限公司,2021-09-28,95
2141,新能源“三电”MBD开发工程师,武汉光庭信息技术股份有限公司,2021-09-28,159
2142,基础软件开发工程师（AUTOSAR）,武汉光庭信息技术股份有限公司,2021-09-28,139
2143,研发工程师,广东晶科电子股份有限公司,2021-09-28,103
2144,系统服务工程师,杭州龙即信息技术有限公司,2021-09-28,97
2145,管理咨询顾问,北京知本创业管理咨询有限公司,2021-09-28,175
2146,研究员,北京知本创业管理咨询有限公司,2021-09-28,183
2147,客户经理类,北京知本创业管理咨询有限公司,2021-09-28,169
2148,软件销售工程师,杭州龙即信息技术有限公司,2021-09-28,94
2149,系统集成工程师,杭州龙即信息技术有限公司,2021-09-28,89
2150,web前端开发,杭州龙即信息技术有限公司,2021-09-28,93
2151,产品经理,杭州龙即信息技术有限公司,2021-09-28,94
2152,培训生,中信证券（山东）有限责任公司淄博美食街证券营业部,2021-09-28,91
2153,软件解决方案架构师,杭州龙即信息技术有限公司,2021-09-28,92
2154,Java开发工程师,杭州龙即信息技术有限公司,2021-09-28,92
2155,大客户销售管理,杭州龙即信息技术有限公司,2021-09-28,88
2156,项目实施工程师,杭州龙即信息技术有限公司,2021-09-28,88
2157,测试工程师,杭州龙即信息技术有限公司,2021-09-28,88
2158,管培生（联盟业务方向）,北京百华悦邦科技股份有限公司,2021-09-27,104
2159,管培生（产品运营方向）,北京百华悦邦科技股份有限公司,2021-09-27,111
2160,结构工程师,陕西长岭软件开发有限公司,2021-09-27,104
2161,硬件工程师,陕西长岭软件开发有限公司,2021-09-27,99
2162,软件工程师,陕西长岭软件开发有限公司,2021-09-27,98
2163,管培生（电商主播方向）,北京百华悦邦科技股份有限公司,2021-09-27,107
2164,研发工程师,中国电子科技网络信息安全有限公司,2021-09-27,121
2165,航天行云（航天科工四院卫星总体单位）2022年度校园招聘,航天行云科技有限公司,2021-09-27,111
2166,管培生,浙江兆龙互连科技股份有限公司,2021-09-27,345
2167,SI工程师,浙江兆龙互连科技股份有限公司,2021-09-27,335
2168,（组件产品）研发工程师,浙江兆龙互连科技股份有限公司,2021-09-27,334
2169,助理技术员,湖北泽融检测技术有限公司,2021-09-27,103
2170,研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-09-27,135
2171,销售培训生,内蒙古伊利实业集团股份有限公司石家庄第一分公司,2021-09-27,83
2172,营养培训生,内蒙古伊利实业集团股份有限公司石家庄第一分公司,2021-09-27,88
2173,结构工程师,浙江兆龙互连科技股份有限公司,2021-09-27,338
2174,ASIC数字设计工程师-北京、西安,北京思朗科技有限责任公司,2021-09-27,103
2175,ASIC数字验证工程师-北京、西安,北京思朗科技有限责任公司,2021-09-27,110
2176,（线缆）研发工程师,浙江兆龙互连科技股份有限公司,2021-09-27,344
2177,微处理器数字集成电路设计工程师-北京、西安,北京思朗科技有限责任公司,2021-09-27,112
2178,工具链开发测试工程师-北京、西安,北京思朗科技有限责任公司,2021-09-27,103
2179,DSP软件工程师(通信方向)-北京、西安,北京思朗科技有限责任公司,2021-09-27,97
2180,DSP软件工程师(并行计算方向)-北京、西安,北京思朗科技有限责任公司,2021-09-27,99
2181,移动通信物理层算法工程师-北京、西安,北京思朗科技有限责任公司,2021-09-27,102
2182,开发岗/测试岗/业务分析师,成方金融科技有限公司,2021-09-27,111
2183,算法工程师-北京、西安,北京思朗科技有限责任公司,2021-09-27,108
2184,开发岗/测试岗/业务分析师,成方金融科技有限公司,2021-09-27,118
2185,数字后端设计工程师-北京,北京思朗科技有限责任公司,2021-09-27,101
2186,可测性设计（DFT）-北京,北京思朗科技有限责任公司,2021-09-27,98
2187,硬件工程师,以诺康医疗科技（苏州）有限公司,2021-09-27,101
2188,AI软件工程师-北京,北京思朗科技有限责任公司,2021-09-27,98
2189,软件/算法工程师,以诺康医疗科技（苏州）有限公司,2021-09-27,91
2190,联创汽车电子2022校园招聘,联创汽车电子有限公司,2021-09-27,91
2191,机械工程师,以诺康医疗科技（苏州）有限公司,2021-09-27,97
2192,海外游戏运营,北京智明星通科技股份有限公司,2021-09-27,188
2193,游戏系统策划,北京智明星通科技股份有限公司,2021-09-27,180
2194,Unity引擎开发工程师,北京智明星通科技股份有限公司,2021-09-27,182
2195,Java后端开发工程师,北京智明星通科技股份有限公司,2021-09-27,179
2196,C/C++工程师,北京智明星通科技股份有限公司,2021-09-27,188
2197,Android工程师,北京智明星通科技股份有限公司,2021-09-27,194
2198,数据分析师,北京智明星通科技股份有限公司,2021-09-27,193
2199,数字IC设计工程师,豪迪微电子（深圳）有限公司,2021-09-27,110
2200,模拟IC设计工程师,豪迪微电子（深圳）有限公司,2021-09-27,93
2201,算法工程师,豪迪微电子（深圳）有限公司,2021-09-27,108
2202,嵌入式软件开发/算法工程师/机械设计/电气技术/电子技术研究,重庆华渝电气集团有限公司,2021-09-27,173
2203,数据开发工程师,浙江小虫科技有限公司,2021-09-26,91
2204,java开发工程师,浙江小虫科技有限公司,2021-09-26,91
2205,前端开发工程师,浙江小虫科技有限公司,2021-09-26,95
2206,产品经理,浙江小虫科技有限公司,2021-09-26,93
2207,产品规划,深圳市航盛电子股份有限公司,2021-09-26,127
2208,市场营销,深圳市航盛电子股份有限公司,2021-09-26,123
2209,研发助理工程师,杭州象限科技有限公司,2021-09-26,91
2210,QA/QC,杭州象限科技有限公司,2021-09-26,81
2211,IT 工程师,杭州象限科技有限公司,2021-09-26,90
2212,市场支持系统规划,深圳市航盛电子股份有限公司,2021-09-26,124
2213,机械/工艺工程师,杭州象限科技有限公司,2021-09-26,90
2214,人力资源行政管培生,深圳市航盛电子股份有限公司,2021-09-26,122
2215,项目管理,杭州象限科技有限公司,2021-09-26,85
2216,软件开发工程师,西安兆格电子信息技术有限公司,2021-09-26,267
2217,设备研发工程师,深圳市航盛电子股份有限公司,2021-09-26,124
2218,IE工程师,深圳市航盛电子股份有限公司,2021-09-26,121
2219,供应链管培生,深圳市航盛电子股份有限公司,2021-09-26,115
2220,Linux研发工程师,深圳市航盛电子股份有限公司,2021-09-26,111
2221,央企宝武集团旗下金融科技公司欧冶金服诚招22届管培生,上海欧冶金融信息服务股份有限公司,2021-09-26,87
2222,软件开发工程师-嵌入式软件开发工程师,深圳市航盛电子股份有限公司,2021-09-26,103
2223,管培生（培养方向：商务BD、销售、招商、市场运营、售后技术支撑等）,浙江小虫科技有限公司,2021-09-26,91
2224,质量工程师,深圳市航盛电子股份有限公司,2021-09-26,119
2225,售前技术支持工程师,杭州优稳自动化系统有限公司,2021-09-26,93
2226,硬件开发工程师,西安兆格电子信息技术有限公司,2021-09-26,260
2227,软测工程师,西安兆格电子信息技术有限公司,2021-09-26,255
2228,硬测工程师,西安兆格电子信息技术有限公司,2021-09-26,243
2229,FAE客户技术支持工程师,西安兆格电子信息技术有限公司,2021-09-26,241
2230,项目助理,西安兆格电子信息技术有限公司,2021-09-26,245
2231,质量工程师,西安兆格电子信息技术有限公司,2021-09-26,241
2232,图像处理算法工程师,深圳市航盛电子股份有限公司,2021-09-26,109
2233,测试工程师,浙江小虫科技有限公司,2021-09-26,93
2234,销售专员,西安兆格电子信息技术有限公司,2021-09-26,233
2235,凯迈（洛阳）测控有限公司2022年校园招聘公告,凯迈（洛阳）测控有限公司,2021-09-26,115
2236,无锡先进技术研究院2022年校园招聘,无锡先进技术研究院,2021-09-26,143
2237,视觉工程师,深圳市思榕科技有限公司,2021-09-25,120
2238,技术专家,广东盛路通信科技股份有限公司,2021-09-25,83
2239,天线研发工程师,广东盛路通信科技股份有限公司,2021-09-25,86
2240,射频工程师,广东盛路通信科技股份有限公司,2021-09-25,90
2241,结构工程师,广东盛路通信科技股份有限公司,2021-09-25,86
2242,工艺工程师,广东盛路通信科技股份有限公司,2021-09-25,85
2243,通信测试工程师,广东盛路通信科技股份有限公司,2021-09-25,83
2244,嵌入式软件工程师,广东盛路通信科技股份有限公司,2021-09-25,84
2245,物联网工程师,广东盛路通信科技股份有限公司,2021-09-25,84
2246,JAVA软件开发工程师,广东盛路通信科技股份有限公司,2021-09-25,83
2247,信息安全工程师,广东盛路通信科技股份有限公司,2021-09-25,85
2248,外贸专员,广东盛路通信科技股份有限公司,2021-09-25,87
2249,销售工程师,广东盛路通信科技股份有限公司,2021-09-25,85
2250,证券事务专员,广东盛路通信科技股份有限公司,2021-09-25,85
2251,财务专员,广东盛路通信科技股份有限公司,2021-09-25,83
2252,投资专员,广东盛路通信科技股份有限公司,2021-09-25,84
2253,审计专员,广东盛路通信科技股份有限公司,2021-09-25,85
2254,人力资源专员,广东盛路通信科技股份有限公司,2021-09-25,81
2255,采购专员,广东盛路通信科技股份有限公司,2021-09-25,83
2256,计划专员,广东盛路通信科技股份有限公司,2021-09-25,83
2257,生产储备干部,广东盛路通信科技股份有限公司,2021-09-25,79
2258,嵌入式工程师,深圳市思榕科技有限公司,2021-09-25,123
2259,高校专任教师,北京吉利学院,2021-09-25,100
2260,人力资源专员,厦门二维进化网络技术有限公司,2021-09-24,89
2261,软件开发（Android、Linux、MCU）,深圳市航盛电子股份有限公司,2021-09-24,111
2262,Associate Client Service Specialist,薪得付信息技术（上海）有限公司,2021-09-24,181
2263,工程管理岗,河南五建建设集团有限公司,2021-09-24,86
2264,董事长助理（博士/硕士）,宁波和利时智能科技有限公司,2021-09-24,93
2265,董事长助理（博士/硕士）,宁波和利时智能科技有限公司,2021-09-24,91
2266,质量工程师,广东宽普科技有限公司,2021-09-24,222
2267,职能管理岗,河南五建建设集团有限公司,2021-09-24,94
2268,海外销售工程师,北京比特大陆科技有限公司,2021-09-24,123
2269,软件开发工程师（宁波、重庆、济南）,宁波和利时智能科技有限公司,2021-09-24,92
2270,软件开发工程师（宁波、重庆、山东）,宁波和利时智能科技有限公司,2021-09-24,92
2271,实施工程师（宁波、重庆）,宁波和利时智能科技有限公司,2021-09-24,92
2272,硬件开发工程师,西安广和通无线通信有限公司,2021-09-24,138
2273,解决方案工程师（宁波、重庆）,宁波和利时智能科技有限公司,2021-09-24,89
2274,财务专员,北京比特大陆科技有限公司,2021-09-24,103
2275,人力资源专员,北京比特大陆科技有限公司,2021-09-24,118
2276,法务专员/助理,北京比特大陆科技有限公司,2021-09-24,130
2277,投资者关系,北京比特大陆科技有限公司,2021-09-24,112
2278,技术后台,薪得付信息技术（上海）有限公司,2021-09-24,176
2279,Associate Business Analysis,薪得付信息技术（上海）有限公司,2021-09-24,168
2280,助理软件测试工程师,北京中体骏彩信息技术有限公司,2021-09-24,147
2281,网络管理岗（2022届）,上海通联金融服务有限公司,2021-09-24,106
2282,应用运维岗（2022届）,上海通联金融服务有限公司,2021-09-24,107
2283,运行支持岗（2022届）,上海通联金融服务有限公司,2021-09-24,124
2284,系统管理岗（2022届）,上海通联金融服务有限公司,2021-09-24,103
2285,运维开发岗（2022届）,上海通联金融服务有限公司,2021-09-24,114
2286,数据库运维岗（2022届）,上海通联金融服务有限公司,2021-09-24,104
2287,合规管理岗（2022届）,上海通联金融服务有限公司,2021-09-24,98
2288,Java开发岗（2022届）,上海通联金融服务有限公司,2021-09-24,97
2289,软件测试岗（2022届）,上海通联金融服务有限公司,2021-09-24,97
2290,前端开发岗（2022届）,上海通联金融服务有限公司,2021-09-24,106
2291,Python开发岗（2022届）,上海通联金融服务有限公司,2021-09-24,105
2292,产品支持岗（2022届）,上海通联金融服务有限公司,2021-09-24,104
2293,产品设计岗（偏业务，2022届）,上海通联金融服务有限公司,2021-09-24,106
2294,Java开发岗（北京，2022届）,上海通联金融服务有限公司,2021-09-24,114
2295,数据库工程师,前海人寿（西安）医院有限公司,2021-09-24,87
2296,系统开发工程师,前海人寿（西安）医院有限公司,2021-09-24,87
2297,网络运维工程师,前海人寿（西安）医院有限公司,2021-09-24,91
2298,医疗系统运维工程师,前海人寿（西安）医院有限公司,2021-09-24,91
2299,芯片设计工程师,北京比特大陆科技有限公司,2021-09-24,123
2300,半导体工艺工程师,北京比特大陆科技有限公司,2021-09-24,128
2301,热设计工程师,北京比特大陆科技有限公司,2021-09-24,120
2302,结构设计工程师,北京比特大陆科技有限公司,2021-09-24,113
2303,供应链管理工程师,北京比特大陆科技有限公司,2021-09-24,117
2304,工业工程师,北京比特大陆科技有限公司,2021-09-24,118
2305,硬件工程师,亿次网联（杭州）科技有限公司,2021-09-23,122
2306,存储器芯片设计工程师,浙江驰拓科技有限公司,2021-09-23,119
2307,芯片模拟电路设计工程师,浙江驰拓科技有限公司,2021-09-23,106
2308,芯片逻辑设计与集成工程师,浙江驰拓科技有限公司,2021-09-23,103
2309,芯片数字电路设计工程师,浙江驰拓科技有限公司,2021-09-23,106
2310,芯片后端版图设计工程师,浙江驰拓科技有限公司,2021-09-23,111
2311,芯片系统工具及方案工程师,浙江驰拓科技有限公司,2021-09-23,104
2312,芯片系统硬件工程师,浙江驰拓科技有限公司,2021-09-23,96
2313,应用开发工程师,浙江驰拓科技有限公司,2021-09-23,105
2314,半导体工艺/设备工程师,浙江驰拓科技有限公司,2021-09-23,102
2315,器件工程师,浙江驰拓科技有限公司,2021-09-23,100
2316,工艺集成工程师,浙江驰拓科技有限公司,2021-09-23,107
2317,可靠性工程师,浙江驰拓科技有限公司,2021-09-23,106
2318,产品测试工程师,浙江驰拓科技有限公司,2021-09-23,106
2319,芯片封装工程师,浙江驰拓科技有限公司,2021-09-23,117
2320,产品集成工程师,浙江驰拓科技有限公司,2021-09-23,104
2321,采购工程师,北谷电子有限公司,2021-09-23,94
2322,质量工程师,北谷电子有限公司,2021-09-23,90
2323,工艺工程师,北谷电子有限公司,2021-09-23,91
2324,嵌入式软件工程师,北谷电子有限公司,2021-09-23,88
2325,嵌入式硬件工程师,北谷电子有限公司,2021-09-23,88
2326,电源/电驱硬件工程师,北谷电子有限公司,2021-09-23,86
2327,电源软件工程师,北谷电子有限公司,2021-09-23,86
2328,软件工程师,北谷电子有限公司,2021-09-23,96
2329,产品经理助理,北谷电子有限公司,2021-09-23,91
2330,工业/UI设计师,北谷电子有限公司,2021-09-23,89
2331,iOS开发工程师,亿次网联（杭州）科技有限公司,2021-09-23,117
2332,Android开发工程师,亿次网联（杭州）科技有限公司,2021-09-23,115
2333,Web开发工程师,亿次网联（杭州）科技有限公司,2021-09-23,114
2334,软件开发工程师-C/C++方向,亿次网联（杭州）科技有限公司,2021-09-23,96
